sentence,label
"i really loved the story line and the poler bear was kinda cute.but if anyone has a question about fort steele, just ask away:)",1
this is one of the better buffets that i have been to.,1
"well packaged, arrived on time, and works as intended.",1
there is so much good food in vegas that i feel cheated for wasting an eating opportunity by going to rice and company.,0
the only thing i wasn't too crazy about was their guacamole as i don't like it puréed.,0
earbud piece breaks easily.,0
still waiting...... i'm sure this item would work well.. if i ever recieve it!,0
my salad had a bland vinegrette on the baby greens and hearts of palm.,0
it is a joy to use.,1
i had to go to a store and bought a new nokia phone which is working great.,1
the story unfolds in 18th century jutland and the use of period music played on period instruments is just one more fine touch.,1
i love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1
juano hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the south.,1
"it is well made, easy to access the phone and has a handy, detachable belt clip.",1
i liked the patio and the service was outstanding.,1
what a piece of junk.. i lose more calls on this phone.,0
"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0
must have been an off night at this place.,0
"great food and service, huge portions and they give a military discount.",1
"one more thing: i can tolerate political incorrectness very well, i'm all for artistic freedom and suspension of disbelief, but the slavic female character was just too much.",0
"the chips that came out were dripping with grease, and mostly not edible.",0
"bela lugosi was totally extraneous, intoning odd lines.",0
the chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1
"probably never coming back, and wouldn't recommend it.",0
don't waste your time here.,0
very well made and fits my surefire gx2 perfectly.,1
"about 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-satanic gibberish corny enough to make a teen goth blush, almost always in olde english, and sometimes in latin that may or may not be made up words.",0
there is nothing authentic about this place.,0
now the pizza itself was good the peanut sauce was very tasty.,1
"very good, though!",1
i would give this television series a 10 plus if i could.,1
i can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.,0
"so for our enjoyment we get to see them run around, play games, and be dangerous.",1
"if you want to wait for mediocre food and downright terrible service, then this is the place for you.",0
"it never condescends, all the characters have good genuine hearts and believable problems.",1
i really enjoyed eating here.,1
i wasn't really impressed with strip steak.,0
"i have eaten here multiple times, and each time the food was delicious.",1
"good item, low price.",1
i hope this place sticks around.,1
i bought this to use with my kindle fire and absolutely loved it!,1
yes it's shiny on front side - and i love it!,1
we had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1
mic doesn't work.,0
trying to make a call on these is an exercise in frustration.,0
they could be used as exemplars for any set designer.,1
would recommend this item.,1
the pancake was also really good and pretty large at that.,1
don't waste your money.,0
the scallop dish is quite appalling for value as well.,0
the portion was huge!,1
nice ambiance.,1
this is some seriously good pizza and i'm an expert/connisseur on the topic.,1
so absolutley fantastic.,1
i have recommended it to friends.,1
i can't wait to go back.,1
"the charger arrived within the promised timeframe, but it did not work.",0
the instruction manual is lacking.,0
appears to actually outperform the original battery from china that came with my v325i.,1
"i was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.",0
"i understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.",0
i had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0
their frozen margaritas are way too sugary for my taste.,0
"friend's pasta -- also bad, he barely touched it.",0
the jamaican mojitos are delicious.,1
i took back my money and got outta there.,0
very wind-resistant.,1
its extremely slow and takes forever to do anything with it.,0
"although i very much liked the look and sound of this place, the actual experience was a bit disappointing.",0
arrived quickly and much less expensive than others being sold.,1
the commercials are the most misleading.,0
about ten minutes into this film i started having second thoughts.,0
"this place is pretty good, nice little vibe in the restaurant.",1
great place to relax and have an awesome burger and beer.,1
couldn't figure it out,0
ryan's bar is definitely one edinburgh establishment i won't be revisiting.,0
see it.,1
"it has a very good plot, it holds your complete attention, the acting is superb, tom wilkinson was fantastic and emily watson was also very good.",1
these headphones were a great find - and i think they are perhaps the best purchase i've made in the last several years - seriously.,1
very disappointed.,0
"i won't say any more - i don't like spoilers, so i don't want to be one, but i believe this film is worth your time.",1
i could eat their bruschetta all day it is devine.,1
battery has no life.,0
but in terms of the writing it's very fresh and bold.,1
it's pretty easy.,1
"that said, our mouths and bellies were still quite pleased.",1
this results in the phone being either stuck at max volume or mute.,0
good beer & drink selection and good food selection.,1
not easy to watch.,0
the atmosphere was great with a lovely duo of violinists playing songs we requested.,1
we have tried 2 units and they both failed within 2 months.. pros,0
"this hole in the wall has great mexican street tacos, and friendly staff.",1
i am sorry i made this purchase.,0
the service was a bit lacking.,0
service was good and the company was better!,1
"as for the service, i thought it was good.",1
talk about great customer service of course we will be back.,1
not nearly as good looking as the amazon picture makes it look.,0
i saw this movie and i thought this is a stupid movie.,0
the ngage is still lacking in earbuds.,0
"despite the pans of reviewers, i liked this movie.",1
it has been a winner for us.,1
"host staff were, for lack of a better word, bitches!",0
"there is, however, some pretty good acting (at least, for this type of film).",1
"but despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official oem product.",1
you need two hands to operate the screen.this software interface is decade old and cannot compete with new software designs.,0
its well-designed and very sharp -- the blue is a very nice color.,1
"obviously they have a terrible customer service, so you get what you pay for.",0
the buffet is small and all the food they offered was bland.,0
"a week later after i activated it, it suddenly died.",0
dessert: panna cotta was amazing.,1
the crêpe was delicate and thin and moist.,1
the bus boy on the other hand was so rude.,0
"unfortunately, 'cover girl' is an example of how hollywood used to exploit women for financial gain.",0
it has everything i need and i couldn't ask for more.,1
the telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.,1
"if you do watch it, however, there are small consolations: the actresses playing anne's sisters each do a wonderful job with their roles.",1
i liked the way dustin hoffman's character was ready to do just about everything to stay with his son.,1
"this movie is a solid example of a bad plot and a very, very bad idea all the way.",0
doesn't do the job.,0
the ambience is wonderful and there is music playing.,1
"after one bite, i was hooked.",1
"the food was great as always, compliments to the chef.",1
due to this happening on every call i was forced to stop using this headset.,0
i can't believe there's even a sequel to this!,0
the keyboard is a nice compromise between a full qwerty and the basic cell phone number keypad.,1
this place receives stars for their appetizers!!!,1
he's a national treasure.,1
"all in all, i can assure you i'll be back.",1
)setup couldn't have been simpler.,1
i can say that the desserts were yummy.,1
the design might be ergonomic in theory but i could not stand having these in my ear.,0
"a couple of months later, i returned and had an amazing meal.",1
"the casting is also horrible, cause all you see is a really really bad actors, period.",0
is it possible for a movie to get any worse than this?,0
"however, here there was no decent acting, action or location work to balance things up.",0
"to sum the film up, ""breeders"" is a terrible, cheaply made horror movie that should be avoided like the ebola virus.",0
you'll love how thin it is.,1
you could only take 2 videos at a time and the quality was very poor.,0
very comfortable.,1
don't make the same mistake i did.,0
think of the film being like a dream.,1
i believe that pitch black was done well.,1
2 times - very bad customer service !,0
"just really good.. so far, probably the best bt headset i have ever had.",1
you can find better movies at youtube.,0
do not purchase this phone.,0
pretty awesome place.,1
"i particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.",0
i vomited in the bathroom mid lunch.,0
"overall, i like there food and the service.",1
i would recommend it.,1
we were promptly greeted and seated.,1
every single character was hilarious and deserved to be called a lead.,1
this is simply the best bluetooth headset for sound quality!,1
"in the span of an hour, i had two people exclaim ""whoa - is that the new phone on tv?!?",1
i purchased this and within 2 days it was no longer working!!!!!!!!!,0
obviously there is a problem with the adhesive.,0
we had 7 at our table and the service was pretty fast.,1
the songs were the best and the muppets were so hilarious.,1
the pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.,0
"sorry, i will not be getting food from here anytime soon :(",0
do not buy for d807...wrongly advertised for d807.,0
great product for the price!.,1
this movie has a cutting edge to it.,1
great product and price.,1
"plus, with the movie's rather modest budget and fast running time, it does an amazing job!",1
good audio quality.,1
i promise they won't disappoint.,1
generous portions and great taste.,1
this place is horrible and way overpriced.,0
this phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.,1
were jerks on the phone.,0
"a very good film indeed, about great and unconditional love.",1
the wind and the lion is well written and superbly acted.,1
now i am getting angry and i want my damn pho.,0
penne vodka excellent!,1
"it handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!",1
avoid this establishment!,0
"reaching for the bottom row is uncomfortable, and the send and end keys are not where i expect them to be.3.",0
you can't beat the price on these.,1
"because both ears are occupied, background is not distracting at all.",1
"steer clear of this product and go with the genuine palm replacementr pens, which come in a three-pack.",0
"comfortable, nice range, good battery life.",1
it's a campy sort of film that's a joy to watch.,1
"their menu is diverse, and reasonably priced.",1
"there was so much hype over this phone that i assumed it was the best, my mistake.",0
this place is amazing!,1
much better than the hard plastic cases.,1
it's very slow.,0
"it showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".",1
for readers who have already seen one of miyazaki's films: he is still in top form and made another worthwhile experience.,1
"people who like european films and ""art movies"" will like this movie.",1
i immediately said i wanted to talk to the manager but i did not want to talk to the guy who was doing shots of fireball behind the bar.,0
"john garfield, ann revere, lilli plmer, william conrad, canada lee...and filmed by one of the greatest cinematographers to ever grace the screen..james wong howe.",1
not enough volume.,0
this was my first time and i can't wait until the next.,1
the servers are not pleasant to deal with and they don't always honor pizza hut coupons.,0
"the whole experience was underwhelming, and i think we'll just go to ninja sushi next time.",0
and none of the tones is acceptable.,0
"i only used it two days, and it wasn't always easy to hear with.",0
"the film is well paced, understated and one of the best courtroom documentaries i've seen.",1
wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1
all it took was one drop from about 6 inches above the kitchen counter and it was cracked.i am not impressed and i am not laughing.,0
i have always used corded headsets and the freedom from the wireless is very helpful.,1
first time there and might just be the last.,0
"stanwyck and morgan are perfectly cast in what is, in many ways, a modern equivalent of dickens' christmas carol in its sensibility.",1
this place is two thumbs up....way up.,1
i even dropped this phone into a stream and it was submerged for 15 seconds and it still works great!,1
the restaurant atmosphere was exquisite.,1
"perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1
the worst piece of crap ever along with the verizon customer service.,0
"both films are terrible, but to the credit of the 1986 version, it was watchable.",0
this is a good joint.,1
but i thought his acting was skilled.,1
"saw the movie today and thought it was a good effort, good messages for kids.",1
"good value, great food, great service.",1
you can't beat that.,1
"but above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.",1
"utterly without merit on any level, this is akin to torture.",0
so i basically threw my money out the window for nothing.,0
"aailiyah was pretty good as akasha, in places compelling (her first entrance and mini dance scene).",1
very bad experience!,0
paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the wienerschnitzel is not my idea of a good meal.,0
everything about this product is wrong.first,0
"on the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0
seriously killer hot chai latte.,1
there was nothing believable about it at all.,0
"as for the service: i'm a fan, because it's quick and you're being served by some nice folks.",1
10/10,1
this is definitely a cult classic well worth viewing and sharing with others.,1
ambience is perfect.,1
he surely doesn't know how to make a coherent action movie from the screenwriter of air force one who was only obliged to write the script just for a big sum of money.,0
exactly what i wanted.,1
"very, very sad.",0
i *heart* this place.,1
any grandmother can make a roasted chicken better than this one.,0
i'm not impressed with the concept or the food.,0
"hot dishes are not hot, cold dishes are close to room temp.i watched staff prepare food with bare hands, no gloves.everything is deep fried in oil.",0
this show is made for americans - it is too stupid and full with hatred and clichés to be admitted elsewhere.,0
any ring tone..overall good phone to buy..,1
i have been very satisfied with this cell phone from day one.,1
"i find wasting food to be despicable, but this just wasn't food.",0
the spaghetti is nothing special whatsoever.,0
the good cinematography also makes her and monica bellucci look very beautiful.,1
the problem was the script.,0
i had to purchase a different case.,0
"wow, what a bad film.",0
the plug did not work very well.,0
it presents a idyllic yet serious portrayal of the ups and downs of the characters lives.,1
"they will customize your order any way you'd like, my usual is eggplant with green bean stir fry, love it!",1
"as a courtroom drama, it's compelling, as an indictment on the american justice system, it's frightening.",1
excellent performance.,1
the cocktails are all handmade and delicious.,1
"the sound quality for the device is unacceptable.unless you are in a really quiet area, you almost hear nothing.",0
i hate movies like that.,0
"our waiter was very attentive, friendly, and informative.",1
"definitely worth venturing off the strip for the pork belly, will return next time i'm in vegas.",1
"real sushi lovers, let's be honest - yama is not that good.",0
very little music or anything to speak of.,0
"the film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.",1
the only thing that i think could improve is the sound leaks out from the headset.,0
"this place is a jewel in las vegas, and exactly what i've been hoping to find in nearly ten years living here.",1
we were sat right on time and our server from the get go was fantastic!,1
the headset fulfills my requirements so i am happy with my purchase.,1
go rent it.,1
i just got bored watching jessice lange take her clothes off!,0
"also, i feel like the chips are bought, not made in house.",0
definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.,1
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0
from here on the widmark character turns unintentionally comical!,0
the live music on fridays totally blows.,0
an awesome new look for fall 2000!.,1
"their on-screen chemistry, critical to the entire film, is genuine.",1
"plus, it's only 8 bucks.",1
"unless you're just out to visually ""collect"" all extant films of austen's work, you can skip this one.",0
"horrible, horrible protector.",0
the incredible soundtrack truly captures the essence of the film.,1
the service was meh.,0
not loud enough and doesn't turn on like it should.,0
fantastic buy and will get again for whatever my next phone is,1
.... item arrived quickly and works great with my metro pcs samsung sch-r450 slider phone and sony premium sound in ear plugs.,1
i ordered albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0
i love their fries and their beans.,1
;) recommend with confidence!,1
went for lunch - service was slow.,0
both of the egg rolls were fantastic.,1
kids pizza is always a hit too with lots of great side dish options for the kiddos!,1
not recommended.,0
save your money.... i've had this item for 11 months now.,0
i recommend igo to anyone with different brand cell phones/mp3 players in the family.,1
excellent dual-purpose headset.,1
the cow tongue and cheek tacos are amazing.,1
it is the best charger i have seen on the market yet.,1
"not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.",1
"on the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1
i came over from verizon because cingulair has nicer cell phones.... the first thing i noticed was the really bad service.,0
the poor batter to meat ratio made the chicken tenders very unsatisfying.,0
"otherwise, easy to install and use, clear sound.",1
the keyboard is really worthwhile in usefulness and is sturdy enough i don't expect any problems.,1
"all i can do is whine on the internet, so here it goes.the more i use the thing the less i like it.",0
"but ""tiny toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.",1
great brunch spot.,1
the battery is working well as a replacement for the original that came with the phone over 2 years ago.,1
"i ate there twice on my last visit, and especially enjoyed the salmon salad.",1
this place deserves one star and 90% has to do with the food.,0
very displeased.,0
last night was my second time dining here and i was so happy i decided to go back!,1
damian is so talented and versatile in so many ways of writing and portraying different characters on screen.,1
"the chicken dishes are ok, the beef is like shoe leather.",0
this phone might well be the worst i've ever had in any brand.,0
also great directing and photography.,1
i could care less... the interior is just beautiful.,1
very friendly staff.,1
disappointment.. i hate anything that goes in my ear.,0
restored my phone to like new performance.,1
voice recognition is tremendous!,1
we literally sat there for 20 minutes with no one asking to take our order.,0
i did not expect this to be so good!,1
very poor service.,0
the cast is good.,1
"i mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0
"it's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.",1
i had about two bites and refused to eat anymore.,0
all of the tapas dishes were delicious!,1
my friend did not like his bloody mary.,0
end of days is one of the worst big-budget action movies i've ever seen.,0
"worse of all, he humiliated his worker right in front of me..bunch of horrible name callings.",0
"but it is entertaining, nonetheless.",1
our server was super nice and checked on us many times.,1
your staff spends more time talking to themselves than me.,0
i like design and look of jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1
jawbone era is awesome too!,1
when i received my pita it was huge it did have a lot of meat in it so thumbs up there.,1
have been going since 2007 and every meal has been awesome!!,1
vivian schilling did an excellent job with the script.,1
ordered burger rare came in we'll done.,0
it is so small and you don't even realize that it is there after a while of getting used to it.,1
and the red curry had so much bamboo shoots and wasn't very tasty to me.,0
if she had not rolled the eyes we may have stayed... not sure if we will go back and try it again.,0
so in a nutshell: 1) the restaraunt smells like a combination of a dirty fish market and a sewer.,0
"very convenient, since we were staying at the mgm!",1
great price also!,1
honeslty it didn't taste that fresh.),0
i don't think i've ever gone to a movie and disliked it as much.,0
"the acting from all involved and that includes those like shatner and nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when spock has to rescue kirk on a jet pack when he falls down from a mountain.",0
"i like armand assante & my cable company's summary sounded interesting, so i watched it, twice already, and probably will again.",1
service is friendly and inviting.,1
"tom wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.",1
1/10 - and only because there is no setting for 0/10.,0
they have been around for years and carries the highest quality of anti-glare screen protector that i have found to date.,1
"but the convoluted plot just didn't convince me, and much of the film was watched with a weird, questioning glance.",0
join the club and get awesome offers via email.,1
"the food, amazing.",1
"the bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a luv's diaper commercial) is completely unconvincing.",0
omelets are to die for!,1
"hopefully, the director james cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.",1
the roast beef sandwich tasted really good!,1
"stopped by this place while in madison for the ironman, very friendly, kind staff.",1
"plus, it was well-paced and suited its relatively short run time.",1
"good show, samsung.",1
cinematography noteworthy including fine views of barcelona and its famed gaudi towers.,1
so don't go there if you are looking for good food...,0
"worst service to boot, but that is the least of their worries.",0
these were so good we ordered them twice.,1
it clicks into place in a way that makes you wonder how long that mechanism would last.,0
kris kristoffersen is good in this movie and really makes a difference.,1
this place is good.,1
rip off---- over charge shipping.,0
this is an extraordinary film.,1
after the disappointing dinner we went elsewhere for dessert.,0
it is a true classic.,1
"stay away from this store, be careful.",0
i highly recommend this device to everyone!,1
the worst one of the series.,0
low quality.,0
"best of all is the rotating feature, very helpful.",1
the script iswas there a script?,0
generally; it just lacked imagination.,0
everything was fresh and delicious!,1
don't buy this product.,0
i bought these hoping i could make my bluetooth headset fit better but these things made it impossible to wear.,0
"very true to shakespear, and a 'must' for all shakespear fans.",1
i give it 2 thumbs down,0
none of them are engaging or exciting.,0
"avoid, avoid, avoid!",0
as i said above....pretty useless!,0
i am going to have to be the first to negatively review this product.,0
"i know this is not like the other restaurants at all, something is very off here!",0
thoroughly disappointed!,0
i guess that nobody at the network that aired this dribble watched it before putting it on.,0
"first of all, there are enough racial stereotypes and racial jokes to offend everyone.",0
check it out.,1
ursula burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.,1
sooooo good!!,1
food arrived quickly!,1
"for 40 bucks a head, i really expect better food.",0
also the music by mark snow is possibly the best score i've ever heard.,1
the fries were great too.,1
"the mic there is a joke, and the volume is quite low.",0
"i felt insulted and disrespected, how could you talk and judge another human being like that?",0
battery life is real good.,1
i want to first say our server was great and we had perfect service.,1
will definitely be back!,1
i'll give this film 10 out of 10!,1
"if you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!",0
the update procedure is difficult and cumbersome.,0
i felt as though her going to ireland did absolutely nothing whatsoever.,0
i cannot make calls at certain places.,0
the steaks are all well trimmed and also perfectly cooked.,1
"i still maintain that monkeys shouldn't make headphones, we just obviously don't share enough dna to copy the design over to humans.",0
a standout scene.,1
works great!.,1
"great product, fast shipping!.",1
nothing new there.,0
the first thing that happened was that the tracking was off.,0
del taco is pretty nasty and should be avoided if possible.,0
their rotating beers on tap is also a highlight of this place.,1
this movie does an excellent job of revealing the complexity of the task and the incredible challenges facing south africa.,1
it was a long time that i didn't see a so charismatic actor on screen.,1
it's a feel-good film and that's how i felt when i came out of the cinema!,1
"they have a plethora of salads and sandwiches, and everything i've tried gets my seal of approval.",1
the construction of the headsets is poor.,0
and then tragedy struck.,0
it was delicious!!!,1
we could not believe how dirty the oysters were!,0
display is excellent and camera is as good as any from that year.,1
"uncomfortable in the ear, don't use with lg vx9900 (env).",0
i bought this phone as a replacement for my startac and have regretted it since.,0
doesn't work at all.. i bougth it for my l7c and its not working.,0
"it works great with a car charger, especially if you cannot plug in two adapters at the same time.",1
i can take a little bad service but the food sucks.,0
the lighting is awful.,0
"but when i check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then i'm lost.",0
"i love this phone , it is very handy and has a lot of features .",1
the film looks cheap and bland.,0
"i have had this phone for over a year now, and i will tell you, its not that great.",0
we recently witnessed her poor quality of management towards other guests as well.,0
give this one a look.,1
that was done in the second movie.,0
it's a piece of crap!,0
"sucked, most of the stuff does not work with my phone.",0
love it.. great armband.,1
what this film lacks is a convincing script.,0
overall i was not impressed and would not go back.,0
i was hoping for more.,0
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.,1
if you plan to use this in a car forget about it.,0
"the bottowm line...another worthless, cheap gimmick from sprint.",0
the real disappointment was our waiter.,0
a usable keyboard actually turns a pda into a real-world useful machine instead of just a neat gadget.,1
this is a beautiful phone.,1
a bit predictable.,0
it's been my choice headset for years.great sound; good volume; good noise cancellation.,1
"the sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1
great food and awesome service!,1
the plantains were the worst i've ever tasted.,0
"i do love sushi, but i found kabuki to be over-priced, over-hip and under-services.",0
i couldn't take them seriously.,0
"i own a jabra earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1
it is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1
nice leather.,1
gets a signal when other verizon phones won't.,1
"overall, i like this place a lot.",1
"of all the dishes, the salmon was the best, but all were great.",1
new battery works great in phone.,1
"i am pairing this with my iphone, and i could not be happier with it so far.",1
all in all i think it was a good investment.,1
i'm so sorry but i really can't recommend it to anyone.,0
"prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1
"if you see it, you should probably just leave it on the shelf.",0
"love this place, hits the spot when i want something healthy but not lacking in quantity or flavor.",1
the nachos are a must have!,1
everything was good and tasty!,1
"i could barely stomach the meal, but didn't complain because it was a business lunch.",0
the accompanied software is almost brilliant.,1
this is my new fav vegas buffet spot.,1
i would not recommend this place.,0
great pork sandwich.,1
really ugly.,0
and the sound quality is great.,1
the block was amazing.,1
i got the car charger and not even after a week the charger was broken...i went to plug it in and it started smoking.,0
this frog phone charm is adorable and very eye catching.,1
my sashimi was poor quality being soggy and tasteless.,0
"i also had to taste my mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1
last time buying from you.,0
dont waste your money...,0
it is worth the drive.,1
in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0
overall i rate this movie a 10 out of a 1-10 scale.,1
"i wish i could enter negative values, admins?",0
"the service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.",0
excellent product for the price.,1
"similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0
the plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.,0
5 stars for the brick oven bread app!,1
sprint charges for this service.,0
"for about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0
great phone.,1
"not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.",0
great software for motorolas.,1
"the calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0
plantronics bluetooth excelent buy.,1
disappointed.,0
"at first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1
great place to have a couple drinks and watch any and all sporting events as the walls are covered with tv's.,1
the script looks as if only a rough draft was written and shooting began before a finished script was completed.,0
just reading on the specs alone makes you say wow.,1
"seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.",0
best tacos in town by far!!,1
i was so insulted.,0
excellently produced by one of sci-fi's best producers scot vandiver !,1
the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1
"i had ordered a motorola data cable, got a very well finished and working product.",1
we got the food and apparently they have never heard of salt and the batter on the fish was chewy.,0
nice headset priced right.,1
what is even more stupid is that who had thought an idea that there should be a volcano in los angeles?,0
i saw this short film on hbo the other day and absolutely loved it.,1
editing: the editing of this film was phenomenal in my opinion.,1
disappointing experience.,0
my fella got the huevos rancheros and they didn't look too appealing.,0
disappointed with battery.,0
"the staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0
don't do it!!!!,0
the cg opening sequence in space looked like it could have been created on microsoft slideshow for god's sake!,0
"what did bother me, was the slow service.",0
the least said about the acting the better.,0
the cashew cream sauce was bland and the vegetables were undercooked.,0
the football scenes at the end were perplexing.,0
"however, my recent experience at this particular location was not so good.",0
delicious and i will absolutely be back!,1
"great steak, great sides, great wine, amazing desserts.",1
"it's pretty surprising that this wonderful film was made in 1949, as hollywood generally had its collective heads in the sand concerning black and white issues at that time.",1
i think not again,0
you never know if you pushed it hard enough or the right number of times for the function you want or not.,0
"it was attached to a gas station, and that is rarely a good sign.",0
tied to charger for conversations lasting more than 45 minutes.major problems!!,0
the worst phone i've ever had.... only had it for a few months.,0
waitress was a little slow in service.,0
hated it.,0
"this movie is so mind-bendingly awful, it couldn't have even been created.",0
my headset works just peachy-keen.,1
it was a great phone.,1
"you'll love it!  	1
this movie is bad.  	0
so bad.  	0
the film is way too long.  	0
this is definitely one of the bad ones.  	0
the movie i received was a great quality film for it's age.  	1
john wayne did an incredible job for being so young in the movie industry.  	1
his on screen presence shined thought even though there were other senior actors on the screen with him.  	1
i think that it is a must see older john wayne film.  	1
i really don't see how anyone could enjoy this movie.  	0
i don't think i've ever seen a movie half as boring as this self-indulgent piece of junk.  	0
it probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  	0
another thing i didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  	0
jamie foxx absolutely is ray charles.  	1
his performance is simply genius.  	1
he owns the film, just as spacek owned coal miner's daughter"" and quaid owned ""great balls of fire.",1
the bt headset was such a disapoinment.,0
the battery is completely useless to me.,0
"the atmosphere is modern and hip, while maintaining a touch of coziness.",1
love this headset!,1
service was fantastic.,1
also the area where my unit broke).- i'm not too fond of the magnetic strap.,0
"you can even take self portraits with the outside (exterior) display, very cool.",1
"never been to hard rock casino before, will never ever step forward in it again!",0
soggy and not good.,0
the management is rude.,0
excellent!.,1
the fish is badly made and some of its underwater shots are repeated a thousand times in the film.,0
"i had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.",1
the service here is fair at best.,0
2 thumbs up to this seller,1
this is a great restaurant at the mandalay bay.,1
the film's sole bright spot was jonah hill (who will look almost unrecognizable to fans of the recent superbad due to the amount of weight he lost in the interim).,1
the potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.,0
"everyone is very attentive, providing excellent customer service.",1
the text messaging feature is really tricky to use.,0
this film (and i use that word loosely) is an insult to the movie-going public.,0
"i let my girlfriend talk me into seeing this - bad idea, we both hated it.",0
"best service and food ever, maria our server was so good and friendly she made our day.",1
"after waiting an hour and being seated, i was not in the greatest of moods.",0
he was terrible!,0
it was pretty gross!,0
food was so gooodd.,1
"i cannot believe that the actors agreed to do this ""film"".",0
-my order was not correct.,0
item does not match picture.,0
"i am so tired of clichés that is just lazy writing, and here they come in thick and fast.",0
i was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1
"if there was ever a movie that needed word-of-mouth to promote, this is it.",1
"att is not clear, sound is very distorted and you have to yell when you talk.",0
"let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.",0
after receiving and using the product for just 2 days it broke.,0
the reception is excellent!,1
"he was extremely rude and really, there are so many other restaurants i would love to dine at during a weekend in vegas.",0
"anyway, i do not think i will go back there.",0
"of course, the acting is blah.",0
